sound,mfcc 1,mfcc 2,mfcc 3,mfcc 4,mfcc 5,mfcc 6,mfcc 7,mfcc 8,mfcc 9,mfcc 10,mfcc 11,mfcc 12,chroma_stft,spec_cent,spec_bw,rolloff,zcr 
7,-2.7726,-3.7366,1.6531,-0.5333,3.266,-1.746,2.6131,3.264,0.0111,0.8009,2.1939,2.1087,0.3845,4471.11,5808.06,8999.53,0.0804
7,-2.7726,-7.5755,-0.0904,1.4755,-1.1282,-1.3437,0.3689,0.1288,-0.5454,0.8495,0.8641,0.6161,0.3221,4529.66,5850.69,9070.86,0.0784
7,-2.7726,-3.8683,0.455,-1.3818,-0.5826,1.2345,-0.9782,-0.3966,0.2412,0.0236,1.3043,-0.0099,0.3847,4319.95,5735.84,5982.19,0.076
7,-2.7726,-2.915,0.0029,2.0262,3.718,-1.4726,-0.4485,0.25,0.3266,-1.9196,1.4151,1.8201,0.3397,4396.25,5747.71,10330.6,0.0736
7,-2.7726,-0.5771,-0.1829,-1.4547,0.0455,0.4703,3.6789,0.2623,1.3952,0.3275,-0.6356,-0.9442,0.3545,4284.06,5692.47,5768.21,0.0754
7,-2.7726,-8.4382,-4.0428,-2.4651,-0.7702,-0.4956,-1.0392,-1.2265,0.4099,-0.7904,-0.3387,0.0294,0.3589,4422.3,5734.92,7467.98,0.0743
7,-2.7726,-2.3319,-1.7988,0.1863,-1.3826,0.7885,1.8729,1.397,0.6239,-1.0226,0.0543,-0.475,0.3341,4467.04,5727.94,7738.5,0.0755
7,-2.7726,-5.2854,-1.4722,-0.0529,-0.6974,-2.0952,-0.1972,-3.0984,2.5467,3.7032,1.5859,0.0982,0.3229,4377.94,5716.81,6177.34,0.0765
7,-2.7726,0.9236,-2.3232,-0.4628,-0.8194,0.1199,0.442,0.7543,-0.0252,0.7298,2.032,-1.4045,0.3668,4436.29,5791.64,7747.92,0.0763
7,-2.7726,-3.0263,1.911,4.6828,1.983,1.575,0.7092,0.3595,-0.5895,0.2035,0.2586,1.3961,0.3242,4295.9,5657.27,7236.95,0.0686
7,-2.7726,-2.9784,-0.4994,-1.6395,0.9843,0.1,-0.9699,-1.2185,-0.5101,6.053,3.3227,3.3338,0.3465,4477.38,5790.31,8428.9,0.0794
7,-2.7726,-4.6784,-1.2336,2.6165,1.1758,0.4815,1.0756,4.4556,1.3998,2.0781,3.4047,0.1644,0.3754,4417.53,5709.0,7511.05,0.0762
7,-2.7726,-0.1451,0.85,0.4247,1.0518,3.4835,0.1508,1.3589,1.0152,0.3909,-0.1483,1.0175,0.324,4608.62,5891.09,11108.4,0.081
7,-2.7726,-0.7183,-0.5296,-1.8208,-2.3073,1.8057,3.5276,0.7746,2.1874,0.2013,1.1826,4.8903,0.3586,4421.67,5840.51,8282.21,0.0756
7,-2.7726,2.2205,0.4877,0.3187,5.4638,0.2401,4.3455,1.971,1.4937,-0.3377,-0.3922,1.1407,0.3273,4315.04,5608.04,6142.35,0.065
7,-2.7726,-2.8583,-0.3905,2.5188,1.823,2.6806,-0.0064,-0.8269,4.5578,0.6183,3.9685,3.4047,0.3239,4305.28,5706.96,5955.28,0.0738
7,-2.7726,-1.0062,-0.4345,-2.6668,-0.8796,6.245,3.8522,1.2749,3.1981,0.6213,-1.2694,-0.2783,0.3443,4321.42,5655.56,5855.69,0.0757
7,-2.7726,0.381,2.8755,-0.5756,4.7472,2.2394,3.1065,3.5489,1.3271,0.1864,0.9095,-0.1626,0.3252,4391.56,5783.89,6389.98,0.0804
7,-2.7726,-0.3973,1.2572,1.4752,1.4278,0.8706,-2.3522,0.4048,0.9259,0.3379,1.5036,-1.0129,0.3654,4333.31,5722.41,6244.63,0.0775
7,-2.7726,1.0584,1.2889,0.4714,2.1571,-0.1327,-0.6194,-1.0051,6.096,-1.5818,-0.3973,-2.003,0.3564,4330.13,5764.68,6699.52,0.0773
7,-2.7726,1.3684,2.1308,-1.5046,1.1714,0.816,0.055,0.3466,2.6987,2.3615,0.0294,-0.4031,0.3335,4264.62,5632.7,6481.49,0.0676
7,-2.7726,-3.2753,-0.51,-2.1527,-2.1774,0.0511,0.9467,1.3431,1.9558,0.3115,-0.4431,5.8499,0.3589,4471.81,5794.57,7862.31,0.0791
7,-2.7726,-2.2888,0.6558,0.874,5.6186,-0.4704,0.0302,-0.0451,2.7761,2.363,0.4259,0.5902,0.3168,4267.43,5702.29,6855.63,0.0733
7,-2.7726,-1.586,-0.2374,-0.6501,0.6521,1.4562,-0.634,0.4708,-1.7661,-0.452,1.4712,0.3877,0.403,4359.12,5725.14,7040.01,0.0757
7,-2.7726,2.5397,5.3885,1.1743,6.1618,0.4064,4.5682,-0.8777,0.1441,-0.9835,0.4039,2.9783,0.3267,4348.29,5755.95,6682.02,0.0778
7,-2.7726,-1.9758,1.2891,-0.5968,1.8206,0.7024,2.2306,2.7061,1.8742,1.5597,1.3175,-0.0873,0.3923,4350.57,5775.82,7262.07,0.0748
7,-2.7726,-3.1644,6.7525,7.8661,2.6936,2.5592,0.9897,0.4167,2.0612,0.4218,0.0858,0.904,0.2871,4323.91,5673.16,7168.76,0.0661
7,-2.7726,-0.6814,0.2054,-0.7539,6.3351,3.2081,0.481,2.3805,-0.5244,3.2649,0.696,-1.0231,0.3193,4366.8,5787.44,6648.38,0.0739
7,-2.7726,0.0095,0.7982,-2.349,-0.2353,5.6657,1.9912,1.5966,1.9517,1.1077,1.2663,0.824,0.3572,4430.31,5837.33,6651.07,0.0734
7,-2.7726,-0.2429,2.2755,0.1043,0.7836,-0.0359,-0.8258,2.4345,2.4895,1.6943,2.2257,2.3901,0.3175,4382.17,5708.33,6245.97,0.0763
7,-2.7726,-1.4247,-0.2988,-1.4167,-0.7312,0.1912,4.5998,0.7951,3.4695,2.0141,0.4304,-0.1931,0.326,4316.4,5723.79,6036.03,0.0696
7,-2.7726,1.805,0.5153,-2.5858,0.6573,1.2707,4.0014,3.6028,0.0478,-2.7199,-1.6314,-0.0825,0.4051,4271.24,5709.54,6831.41,0.0726
7,-2.7726,-0.1185,0.1063,-0.325,0.0321,1.2023,4.325,-0.3452,1.1059,1.813,5.1539,1.4695,0.3049,4260.94,5611.19,6666.32,0.0648
7,-2.7726,-1.8858,1.8882,0.5803,0.3475,1.8393,1.6663,-0.9196,0.6749,-0.6766,-0.0511,-0.3484,0.3908,4353.12,5770.46,7371.08,0.0803
7,-2.7726,0.7346,-0.6119,1.3683,0.6363,0.2486,-0.2894,4.8545,3.1291,1.4037,4.0179,0.8731,0.3407,4229.97,5683.43,5711.68,0.0698
7,-2.7726,2.5258,8.1647,2.3839,7.876,3.1253,4.4238,2.9324,2.3562,5.358,5.4574,1.2913,0.3658,4264.21,5788.29,6957.92,0.0712
7,-2.7726,0.3804,0.8332,0.4053,0.5231,1.5652,3.4696,1.6747,3.5253,0.7713,1.2805,0.1552,0.3801,4293.93,5709.53,5959.31,0.0722
7,-2.7726,2.4761,1.2272,2.6427,3.4847,1.5497,0.6826,1.9402,-0.4566,0.8878,1.8886,0.2672,0.3342,4242.42,5668.52,5496.35,0.0697
7,-2.7726,1.2736,2.9089,-0.9623,2.3919,0.1828,-3.712,0.3227,0.8457,1.4991,4.4901,-3.3136,0.3379,4220.74,5704.57,7647.88,0.0678
7,-2.7726,0.8839,0.7242,2.6892,1.658,1.2257,-1.2395,0.1293,0.6939,4.2911,2.3476,2.7574,0.3759,4285.37,5714.46,5764.17,0.0712
7,-2.7726,-0.6992,0.6988,3.9689,1.1545,3.0231,0.7159,1.2276,1.25,-0.7502,-1.4087,-1.6751,0.337,4296.2,5743.43,6206.95,0.0757
7,-2.7726,-0.4816,1.2118,1.2452,-0.9719,2.4093,2.9829,-0.4747,0.0044,2.7729,2.8947,2.8417,0.3126,4354.36,5712.04,6015.84,0.0776
7,-2.7726,-0.6449,2.878,-0.1415,0.4192,0.9789,-1.0922,1.9305,6.1841,0.5704,-0.4257,1.2898,0.3137,4297.47,5722.9,5762.82,0.0751
7,-2.7726,-0.4268,0.1642,-0.449,0.4228,-0.7357,0.4112,1.1116,0.7116,3.0967,1.0302,0.8025,0.341,4174.13,5543.86,5711.68,0.0627
7,-2.7726,-1.3644,1.1964,4.2548,1.8623,1.0211,1.0981,1.1119,-0.5796,0.139,0.8151,0.3376,0.3162,4326.23,5788.5,6762.77,0.0743
7,-2.7726,-1.4857,0.1972,-2.9236,-0.0563,-1.9528,-0.4801,-1.0015,-1.4163,-0.2861,0.5267,0.3053,0.314,4466.64,5808.43,7552.77,0.076
7,-2.7726,-3.7065,1.7294,-0.9108,1.0791,1.0467,2.248,0.8165,0.1303,0.9253,0.4781,-0.0945,0.3164,4201.9,5672.11,5255.45,0.0723
7,-2.7726,0.2174,-2.2048,-1.9628,-0.116,-0.1857,1.0021,3.6406,1.196,-0.0163,1.3136,-0.7258,0.4141,4340.12,5775.05,5831.46,0.0745
7,-2.7726,-3.2116,-1.0821,-2.3585,-1.062,-0.7464,-0.2811,-0.7484,-0.581,0.2409,0.4403,-1.4576,0.3825,4384.01,5692.48,6061.6,0.0736
7,-2.7726,-1.7628,-0.2414,0.1626,0.3842,2.0553,-0.7809,-1.2286,-0.4719,3.0314,0.637,-2.257,0.2997,4282.31,5583.8,5941.37,0.0643
7,-2.7726,-1.7429,0.3592,-0.0933,-0.4275,-1.9754,-0.2002,0.8563,-0.5078,-0.8319,6.9212,2.6318,0.3352,4227.21,5719.62,5470.78,0.0724
7,-2.7726,-2.6052,-2.2464,-2.2639,-0.293,3.0396,0.897,-0.2423,0.4678,0.8705,0.9309,1.369,0.3667,4305.93,5769.93,5964.7,0.0761
7,-2.7726,-2.5518,0.5833,-0.002,3.3253,-0.65,0.4108,-0.0336,-1.1988,-0.8139,-1.0329,-0.5041,0.2806,4245.07,5682.68,5532.69,0.0715
7,-2.7726,-0.9385,0.6786,3.0635,-0.9348,0.5891,1.2707,0.8482,2.899,-0.0545,-0.6146,3.3431,0.3417,4454.12,5831.98,7969.98,0.0763
7,-2.7726,1.0329,1.7516,-2.2116,0.8718,-0.451,2.8857,-0.5307,1.7015,-1.0708,0.1555,-0.2991,0.3462,4511.93,5822.77,8751.9,0.0827
7,-2.7726,-3.4546,1.2474,1.5015,1.0646,3.8006,2.228,1.6737,0.6429,0.7497,1.7238,-0.6556,0.325,4318.48,5672.31,6836.79,0.0713
7,-2.7726,2.735,0.1977,0.578,3.2175,5.273,4.3242,2.7271,-0.3921,-0.768,-0.2951,1.7229,0.3712,4299.24,5800.81,7765.41,0.0714
7,-2.7726,-2.2317,1.0774,0.1158,0.2846,-0.5165,1.2254,-1.1907,3.8611,-0.0381,0.4453,1.8794,0.2773,4408.63,5721.59,6640.3,0.0751
7,-2.7726,-3.1273,-0.2996,-0.6869,-0.0152,-0.1997,0.5736,0.3425,1.7364,-2.3497,0.3645,0.8836,0.3183,4477.84,5785.35,6547.44,0.0776
7,-2.7726,3.013,-1.8234,-6.4779,0.3585,1.3134,3.562,0.529,2.4626,-0.2947,-0.6612,5.7911,0.2983,4466.84,5829.45,8498.89,0.0811
7,-2.7726,-1.0156,0.9543,-0.5778,0.0524,6.3527,1.6743,-1.0708,-0.6039,-1.5761,-0.8504,0.163,0.4085,4441.13,5803.28,8750.56,0.0851
7,-2.7726,-0.2489,2.3202,2.444,0.3226,2.1742,3.6805,2.9627,0.9848,-0.411,-0.1864,1.0955,0.3561,4361.43,5650.07,6345.12,0.0676
7,-2.7726,-1.6286,-0.1711,-1.0623,-0.9563,-0.414,-0.5015,-1.9191,-1.3385,-1.7904,0.0098,0.135,0.3751,4430.3,5778.24,7995.55,0.0805
7,-2.7726,-0.8541,-0.3711,0.8237,-0.5607,-1.5183,-0.7647,0.1103,0.0752,-1.0275,-0.0632,3.3294,0.2892,4367.02,5736.84,6208.29,0.0751
7,-2.7726,-1.108,-1.5955,-0.153,-1.4938,-1.0782,0.6992,0.2688,1.0643,0.6967,-0.6656,1.2724,0.3541,4462.65,5768.72,8048.03,0.0778
7,-2.7726,-2.6445,-1.1707,-0.888,-2.565,3.0587,1.9835,-1.0507,-0.2858,-0.9294,0.1092,2.3907,0.4139,4396.31,5777.35,6315.96,0.0791
7,-2.7726,-1.8739,-4.9185,1.6722,4.0374,0.6597,-1.4593,-0.3785,0.4869,2.1397,3.1158,5.0514,0.3788,4346.97,5754.64,7581.03,0.0794
7,-2.7726,1.631,-0.709,1.3268,3.6877,-0.0177,0.2002,-1.1324,0.3381,0.1375,-1.7309,0.4838,0.3653,4616.64,5794.66,10807.9,0.0753
7,-2.7726,1.481,3.215,3.7731,1.8147,2.7869,3.8884,0.4468,1.1095,-0.0846,0.5267,1.6724,0.3444,4402.19,5777.59,6645.68,0.0799
7,-2.7726,0.7565,1.4242,-0.0517,2.4061,1.6084,5.0142,0.9461,1.4732,-0.0014,-0.0476,-0.4105,0.3506,4277.69,5721.02,5678.04,0.0736
7,-2.7726,2.259,-0.3592,-0.0215,0.3074,2.6397,3.29,1.4033,2.8583,-1.4599,-2.4516,2.9849,0.3615,4315.69,5771.01,6560.9,0.0761
7,-2.7726,-2.2195,0.037,-0.491,0.1116,-0.2419,0.7895,-0.1712,-1.0179,-1.3396,-0.468,-1.0695,0.3753,4669.07,5886.29,10891.8,0.083
7,-2.7726,-2.049,-0.5241,-1.4429,-0.1949,2.1391,4.7739,0.4731,0.856,2.1784,1.324,1.5876,0.3893,4533.64,5855.44,9404.63,0.0807
7,-2.7726,-1.3672,-1.5286,-1.0403,-0.6563,0.1374,1.2372,0.8711,1.3071,-0.172,0.0941,-0.2133,0.3847,4496.13,5697.32,7227.98,0.0683
7,-2.7726,-0.6168,0.0211,-0.33,2.9987,1.1265,0.9185,-1.5186,-1.6737,6.1765,1.0267,4.5196,0.3516,4458.19,5858.86,7492.21,0.0773
7,-2.7726,-3.1528,-0.118,-0.9762,-0.6557,-1.1754,-1.0212,-0.5229,0.6585,3.0691,1.5238,2.2388,0.3148,4389.62,5765.21,6052.18,0.0762
7,-2.7726,-2.0138,0.323,-0.7583,-0.7161,0.4761,-0.4728,-0.6904,0.6666,0.8689,0.9309,2.4125,0.3383,4392.91,5763.6,6708.94,0.0729
7,-2.7726,-1.4581,-0.1094,-1.6878,0.3518,0.0003,-0.8173,0.9203,-0.6287,-0.0025,-1.4123,-0.4786,0.4175,4358.66,5698.07,6107.35,0.0759
7,-2.7726,-1.9814,-1.0514,-2.8688,-2.3779,-0.5018,0.5879,0.5427,0.1699,0.0384,-0.8186,-1.2742,0.4113,4420.96,5675.6,7411.01,0.0705
7,-2.7726,0.1527,2.7122,1.6662,1.1438,0.3171,0.6843,0.088,-0.5648,0.4647,-0.0069,-0.499,0.2969,4351.48,5738.49,5879.91,0.0785
7,-2.7726,-2.6318,0.8157,1.2289,2.0479,0.3817,-0.364,0.5076,0.4863,0.3423,0.1576,0.9491,0.3291,4424.64,5678.85,5861.07,0.075
7,-2.7726,-4.7404,-0.2754,-1.3944,-0.6442,1.1375,0.1851,1.4874,1.1068,4.6096,2.353,1.1061,0.336,4498.91,5793.29,7402.04,0.0788
7,-2.7726,0.7081,3.9918,3.2089,1.8023,1.303,0.1652,1.1044,-0.226,6.2566,0.1575,0.8892,0.3176,4150.68,5647.19,5089.91,0.0708
7,-2.7726,-0.2666,0.5519,-0.1796,-0.1668,0.9088,1.1808,0.9583,-1.3234,-1.071,-0.3465,1.5082,0.3328,4338.13,5771.52,5676.69,0.0731
7,-2.7726,2.4892,7.3766,2.6329,1.309,2.9984,-0.2174,1.0297,-1.5793,0.8123,0.6334,0.1914,0.3865,4161.79,5609.88,5783.46,0.0629
7,-2.7726,-1.179,-0.3673,1.6231,2.4021,2.3877,2.3369,0.3047,3.5124,2.8201,1.7712,-0.3409,0.3777,4491.76,5824.22,7878.46,0.0765
7,-2.7726,-2.8259,3.1404,-0.5092,2.8593,2.1438,3.2263,1.1837,0.0129,1.7946,1.129,0.77,0.3652,4409.91,5789.89,6333.45,0.073
7,-2.7726,3.0472,0.7729,-0.8592,2.6742,-1.2284,-0.0289,-0.4454,-1.5703,-1.1715,-0.5894,1.1211,0.4125,4398.04,5821.77,5885.29,0.0786
7,-2.7726,-1.9128,-0.4886,1.2181,-0.8297,-1.6336,-0.4854,0.6808,1.1612,-0.9862,4.0662,-0.8081,0.3615,4324.61,5707.5,5406.18,0.0738
7,-2.7726,-3.0009,0.975,-0.7869,0.9316,2.4449,-0.5467,-0.4857,-0.6383,0.1006,1.0331,-0.1967,0.3878,4343.51,5690.92,5398.1,0.0717
7,-2.7726,-1.1756,1.3622,3.3976,4.5202,-0.1448,0.4921,4.759,2.6175,0.2684,-2.2703,0.8471,0.359,4202.75,5596.99,5298.96,0.0648
7,-2.7726,-2.4484,-1.2722,-1.2078,-0.7553,-1.8692,-0.0943,0.4126,-0.3917,-1.2167,-2.2049,5.6789,0.323,4181.01,5676.43,5061.65,0.0708
7,-2.7726,2.5586,4.5077,3.9317,3.9709,1.6865,3.9311,0.9953,-0.5554,0.5468,3.4024,-0.7277,0.3724,4223.87,5720.44,5276.98,0.0712
7,-2.7726,0.2792,0.1633,-0.039,-1.7057,0.0063,3.9606,1.1195,2.6849,2.8249,1.3414,1.8196,0.3303,4285.67,5731.51,5455.98,0.0727
7,-2.7726,-2.3016,-4.8362,-0.438,-2.7588,-1.2079,-0.1459,0.577,1.668,2.9645,1.5691,-0.6543,0.3538,4394.86,5733.16,6169.26,0.0771
7,-2.7726,-1.7542,1.141,2.6053,-1.2098,0.0595,3.2189,2.0961,0.5382,3.5932,2.3182,2.2828,0.2811,4559.65,5772.01,7089.81,0.0769
7,-2.7726,-3.6452,1.4697,1.162,-0.3079,4.4139,2.4118,2.4352,0.5656,-0.5751,3.8934,0.2052,0.2982,4514.88,5704.41,9305.93,0.0689
7,-2.7726,-1.1658,-1.5809,0.1828,-0.389,0.2703,-1.3034,0.2809,-0.8383,-1.0622,0.1057,1.0611,0.2935,4505.21,5747.73,8017.08,0.0792
7,-2.7726,-0.3395,-1.6997,-0.6659,2.4101,2.8877,1.5175,-2.6107,-1.6085,0.7151,0.0543,0.7525,0.2423,4508.83,5756.67,8669.81,0.0769
7,-2.7726,0.5514,0.7115,-1.2697,1.5765,-2.5823,-2.2299,0.0701,0.1921,0.4197,-3.1635,0.4371,0.3162,4652.77,5820.0,8827.27,0.0796
7,-2.7726,-2.3464,5.872,-0.8677,3.9608,0.7011,-2.8969,-0.5567,-1.1529,-1.2008,0.6037,1.5786,0.2862,4473.78,5764.0,8620.01,0.0826
7,-2.7726,-0.5464,0.5355,0.1624,0.8506,0.2664,1.856,0.8529,1.1249,-2.7335,-2.6588,4.4361,0.2678,4675.69,5912.89,13401.7,0.0876
7,-2.7726,-3.7271,5.5971,-0.7489,5.2499,-3.9213,-0.4273,-0.8933,-1.7694,0.8547,-0.9453,0.5088,0.3127,4551.84,5698.62,12164.5,0.07
7,-2.7726,-0.1238,-0.2739,0.9208,-0.2606,0.0572,-1.5077,-4.0689,0.0062,-1.3759,0.7299,-2.5128,0.2841,4773.1,5845.8,13365.4,0.0915
7,-2.7726,0.1483,-0.5116,0.5469,-0.1581,-1.7654,-3.3352,-1.9888,1.2542,3.4404,0.2822,1.821,0.3014,4807.45,5935.16,14918.5,0.092
7,-2.7726,-1.8989,0.5065,1.0161,0.0154,1.0825,-0.8591,-1.1217,0.2306,1.9672,-2.0515,-1.3241,0.283,4514.24,5720.19,8601.17,0.079
7,-2.7726,2.505,2.1942,3.0696,5.089,-0.6783,0.708,2.373,-1.4383,-0.2174,2.2441,1.0274,0.2971,4542.51,5801.34,8453.13,0.0809
7,-2.7726,-5.8442,0.4041,-0.0086,-0.2171,-0.9137,-1.7942,-1.2167,-0.3948,-2.0516,-1.2351,-1.6458,0.2429,4593.7,5599.3,9429.75,0.071
7,-2.7726,-0.7434,0.7513,0.1789,3.4694,-0.8504,-1.2338,-0.5591,-2.8598,-0.1666,-0.4845,-0.2977,0.2825,4820.3,5954.21,15022.1,0.0862
7,-2.7726,-0.7984,-0.9978,1.5852,3.0786,0.4853,0.3429,0.135,-0.2798,-0.2802,-1.0057,-0.6314,0.3008,4556.52,5790.71,10890.4,0.0827
7,-2.7726,-4.5023,-0.5017,-3.8428,-1.0602,-0.1151,1.5478,-1.2398,-1.2391,1.6865,-0.2082,-1.9673,0.3073,4562.9,5772.8,9727.62,0.0806
7,-2.7726,-3.0976,-0.0519,-1.8944,1.1225,0.2031,0.2987,1.1385,3.7337,-0.4053,5.2038,2.9864,0.3742,4731.59,5855.53,14992.5,0.0927
7,-2.7726,-2.9519,-0.1221,-0.5805,0.9357,1.6167,5.4783,0.8939,2.1937,0.3287,-0.504,-0.5809,0.2726,4513.01,5769.72,7563.54,0.0777
7,-2.7726,-0.9336,4.9542,2.658,2.3262,2.6203,-4.1016,-2.6725,-1.1224,1.9231,0.9971,0.8861,0.3145,4535.15,5627.15,6549.68,0.0665
7,-2.7726,-1.017,-1.0792,-1.2508,-0.9585,-0.6119,-0.2842,0.182,-1.1418,-0.2111,-0.1305,0.0014,0.3018,4685.2,5832.66,12622.5,0.0858
7,-2.7726,-1.9434,1.0095,0.1787,1.2327,-0.0143,-1.3051,0.0379,0.1738,-0.7243,-0.8127,-0.6024,0.2755,4352.56,5706.6,5512.5,0.0734
7,-2.7726,-1.5208,-0.3576,-0.4135,-1.9617,-1.4498,-2.1606,-2.4472,-3.7337,-4.5239,-2.1356,-4.7301,0.3203,4538.11,5815.2,9205.44,0.0752
7,-2.7726,-2.2248,-2.6296,-1.8779,-1.1854,-5.8262,-2.4773,-0.8158,-1.3228,-2.4622,-1.2628,-3.1726,0.3648,4712.68,5687.77,11660.2,0.0705
7,-2.7726,-2.1941,-0.3534,-0.161,-2.0014,-1.423,-2.6893,-1.2575,-1.8327,-3.9813,-4.7818,-1.6714,0.3536,4896.76,5873.41,14972.3,0.0885
7,-2.7726,-1.5244,-1.0627,-4.9856,-1.33,-0.6496,-0.3275,-0.8608,-1.24,-2.2969,-1.2173,-1.5195,0.3858,4890.18,5874.12,15084.0,0.0837
7,-2.7726,-2.1971,-2.2728,-3.5332,-1.2099,-2.3547,-4.7676,-2.1803,-2.0378,-2.2547,-1.4039,-2.3238,0.3439,4815.43,5779.18,12385.6,0.0796
7,-2.7726,-1.6851,0.1035,-2.8999,-1.5503,-1.3764,-2.1452,-3.1795,-1.0,-1.1985,-1.6798,-2.7387,0.3735,4811.37,5880.22,14565.9,0.0874
7,-2.7726,-1.5058,-1.1727,-4.138,-1.6116,-4.0884,-1.2163,-2.1021,-5.6799,-0.1793,-1.4525,-1.2397,0.3654,4669.68,5788.17,10078.9,0.0827
7,-2.7726,0.2248,-0.1109,-1.1742,1.9468,-0.2196,-1.9821,-0.8192,-0.9261,-1.0325,-1.9936,-0.8934,0.3217,4646.44,5658.64,11719.4,0.0741
7,-2.7726,-2.0703,-0.763,-3.4186,-1.8497,-0.5879,-0.559,0.0852,-1.5409,-3.2177,0.1165,-1.4083,0.3167,4767.25,5802.88,12494.6,0.0879
7,-2.7726,-1.3786,1.359,-0.2176,-1.1341,2.3343,2.3735,-0.5235,0.4276,0.3541,-0.3797,-0.4269,0.3045,4720.11,5825.71,11816.3,0.0877
7,-2.7726,0.1064,3.2147,-1.157,1.2585,-0.2911,0.0014,-0.6942,-2.2434,-3.6318,-0.3338,-0.0296,0.3307,4698.99,5788.09,11121.9,0.0837
7,-2.7726,-4.4016,-0.5916,-1.3794,-0.4685,-0.7733,2.3247,0.5755,-1.4034,-0.8171,-0.8939,0.0879,0.3526,4822.07,5813.51,14026.2,0.0853
7,-2.7726,0.8023,-0.1268,-0.9398,1.1099,-0.2673,0.1569,-0.1738,-2.2076,-1.6306,-1.674,-1.015,0.3648,4818.28,5816.27,14693.7,0.0853
7,-2.7726,-2.7133,0.3532,-1.6958,0.4342,0.066,-0.6905,-1.6569,-0.4871,0.1651,-2.0662,-0.1059,0.3512,4598.43,5539.26,9124.69,0.0722
7,-2.7726,-1.4277,-1.3568,-7.5716,-1.8342,-0.3627,-2.3776,-0.2105,-0.0538,-0.6152,-0.2122,-0.4507,0.3448,4885.76,5902.33,15368.0,0.0866
7,-2.7726,-1.6606,1.0256,2.3409,2.3086,-2.5069,0.359,0.139,-0.3169,0.0659,-0.3931,-0.3838,0.3303,4635.18,5749.97,11412.6,0.0805
7,-2.7726,-0.7547,-2.242,-1.1444,-0.2158,-0.7482,0.7879,2.2844,-1.3157,-1.442,0.0191,0.11,0.2784,4812.89,5828.74,13677.6,0.0873
7,-2.7726,-0.34,0.3899,-0.2265,4.3373,1.6382,2.3526,2.7903,3.2764,-0.0321,-0.1838,0.241,0.3509,4741.19,5848.99,13914.5,0.0912
7,-2.7726,-0.5718,0.9787,4.4598,0.5355,1.5312,-0.5397,0.4695,0.4896,0.2601,0.5346,-0.5395,0.3158,4838.12,5859.35,14782.5,0.0909
7,-2.7726,-1.9756,-1.3891,1.1274,0.4447,-0.85,-1.3423,-0.8356,-0.9555,-4.2494,-2.7276,-2.0478,0.3957,4814.09,5704.38,14866.9,0.0781
7,-2.7726,-3.0469,-2.345,0.5246,-0.5357,2.5045,-1.734,-1.5916,0.7774,4.8629,-0.3899,0.2014,0.3952,4707.44,5780.48,12160.9,0.0822
7,-2.7726,-1.3405,-1.4964,-3.1143,-1.8733,-2.4383,-1.2046,-0.8521,-1.3354,-0.1139,-0.2502,-0.5908,0.343,4856.16,5843.28,13825.7,0.0861
7,-2.7726,-2.0226,3.4081,4.565,0.1208,-1.8729,0.3469,-0.8148,-2.0908,-1.5448,-1.4971,-0.01,0.3015,4635.19,5716.25,9930.84,0.0842
7,-2.7726,-2.6137,-0.7213,-0.0931,0.8831,0.7694,-1.5183,-0.5503,-0.7688,-1.4868,-1.2477,-2.4671,0.3294,4728.8,5820.78,12579.4,0.0854
7,-2.7726,-0.7969,-0.21,-1.7366,1.7202,-0.6081,-1.2995,-0.8081,-1.8684,-0.6353,-1.5527,-2.3471,0.3553,4636.42,5765.9,11011.5,0.0835
7,-2.7726,-0.2191,0.0528,-0.5806,0.4548,-1.2339,-1.5724,-0.6085,-0.4533,-1.3385,-0.0136,-0.0973,0.3085,4667.94,5662.69,11574.1,0.0757
7,-2.7726,-1.7908,-0.2439,-4.635,-1.487,0.2056,0.0457,-0.039,-1.7356,-1.1005,-0.1236,-1.8245,0.3216,4882.48,5845.09,12636.0,0.0881
7,-2.7726,-2.7731,-1.1784,-0.5734,-1.2443,-0.4999,-0.1646,-1.9704,-0.2738,0.4008,-1.1991,0.2578,0.3078,4778.69,5870.0,14821.6,0.0875
7,-2.7726,1.9917,-1.6208,-1.3485,-1.1026,-2.7141,-0.2984,-1.3619,-0.5209,-0.6766,-1.3097,-1.5617,0.3246,4808.36,5852.86,14561.8,0.0899
7,-2.7726,-0.176,-1.5038,-0.2912,-0.778,-0.5517,-3.3065,-1.6014,-0.8746,1.3159,-0.2942,-2.0589,0.3056,4753.15,5835.67,13497.3,0.0857
7,-2.7726,-3.0012,-1.241,0.2336,0.1994,-0.4092,-1.5352,-2.2843,-0.1949,-0.9835,-0.4899,-0.4029,0.3429,4711.66,5737.97,11233.6,0.0855
7,-2.7726,-3.0587,-0.0826,-0.4735,-1.3093,-0.3688,-0.2662,1.3042,1.0454,-0.897,0.4395,-1.2994,0.2457,4713.44,5674.51,12753.0,0.0752
7,-2.7726,-1.2243,0.2767,0.5157,0.6199,-1.0877,0.9912,-0.5734,-1.6116,-0.3748,-2.8469,-3.6365,0.2875,4745.08,5791.39,13315.6,0.0869
7,-2.7726,-0.0278,2.119,2.3731,2.2817,-2.6252,0.1272,1.2698,-0.5165,-2.9475,-0.4264,-0.1475,0.2596,4666.19,5832.42,13236.2,0.0896
